"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"1133",1649,"Fania","fania","fanya","Chad","TCD","fni","Severely endangered","","",1100,"Ethnologue",10,18,"",NA,NA,NA
"1134",1642,"Ubi","oubi","ubi","Chad","TCD","ubi","Severely endangered","","",1100,"Ethnologue",12,19,"","TD","5","Djam�na"
"1135",1731,"Warnang","warnang","warnango","Sudan","SDN","wrn","Severely endangered","Werni","",1100,"Census, Ethnologue",11,31,"",NA,NA,NA
"1136",1788,"Itzá","itzá","itzá","Guatemala","GTM","itz","Critically endangered","Icaiche Maya","",1094,"XI Censo Nacional de Población por number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations",17,-90,"San José Petén","GT","12","Tikal"
"1137",974,"Mixtec of the southwest of Puebla","mixtèque du sud-est de Puebla","Mixteco del sureste de Puebla","Mexico","MEX","","Definitely endangered","da 'an davi, de 'e dau","",1074,"Contributor: Thomas C. Smith Stark, Census 2000 and information provided by INALI",19,-98,"Municipality of Chigmecatitlán, state of Puebla","MX","21","Tlanepantla"
"1138",924,"Lowland Chontal","chontal des basses terres","chontal bajo","Mexico","MEX","","Critically endangered","Costal Chontal, Huamelulteco, Lajityaygi","",1060,"INALI Catalogue, Census 2000, Information provided by INALI, Information provided by Loretta O'Connor",16,-96,"Municipalities of San Pedro Huamelula, Santiago Astata, Santo Domingo Tehuantepec, state of Oaxaca","MX","20","Chapingo"
"1139",530,"Koireng","koireng","liangmai","India","IND","nkd","Critically endangered","Kolhreng","",1056,"",24,94,"","IN","17","Thanga"
"1140",584,"Chipaya","chipaya","chipaya","Bolivia (Plurinational State of)","BOL","cap","Definitely endangered","","",1050,"Cerrón-Palomino, 'El chipaya o la lengua de los hombres del agua' (2006)
Albó, 'Bolivia plurilingüe' (1995)",-19,-68,"Santa Ana de Chipaya (province of Sabaya, department of Oruro). Communities of Chipaya and Ayparavi.",NA,NA,NA
"1141",2340,"Mokilese","mokil","moquilés","Micronesia (Federated States of)","FSM","mkj","Critically endangered","","",1050,"Grimes 2000",7,160,"Mokil Atoll, Caroline Islands",NA,NA,NA
"1142",1499,"Western Náhuatl","náhuatl occidental","nahua de occidente","Mexico","MEX","","Severely endangered","Mexicano","",1041,"Census 2000, information provided by INALI for percentages of child speakers; Lastra (1986)",18,-103,"Locality of Pómaro and others in the municipality of Aquila in the state of Michoacán; municipalities of Acaponeta and El Nayar in the state of Nayarit; municipality of Mezquital in the state of Durango; municipalities of Armería, Ixtlahuacán, Tecoman, and others in the state of Colima; municipality of Cuauhtitlán de García Barragán in the state of Jalisco","MX","16","Chula"
"1143",1270,"Acatepec Mazatec","mazatèque d'Acatepec","mazateco de Acatepec","Mexico","MEX","","Vulnerable","en naxi llanazo","",1038,"Census 2000 and information provided by INALI",18,-97,"Municipality of Santa Cruz Acatepec, state of Oaxaca","MX","20","Teotitlan"
"1144",973,"Mixtec of Villa de Tututepec","mixtèque de Villa de Tutatepec","Mixteco de Villa de Tututepec","Mexico","MEX","","Definitely endangered","tu' un savi","",1019,"Contributor: Thomas C. Smith Stark, Census 2000 and information provided by INALI",16,-98,"Municipality of Villa de Tututepec, state of Oaxaca","MX","20","Pinotepa Nacional"
"1145",1575,"Toda","toda","toda","India","IND","tcx","Critically endangered","Todi; Tuda
","",1006,"",11,77,"Tamil Nadu, Nilgiri and Konda Hills","IN","25","Coimbatore"
"1146",2580,"Adabe","adabe","adabe","Timor-Leste","TLS","adb","Vulnerable","","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,126,"Autoro Island, Timor Leste","TL","11","Baucau"
"1147",463,"Alutor","alutor","aliutor","Russian Federation","RUS","alr","Severely endangered","","",1000,"И. А. Муравьева: Алюторский язык http://lingsib.unesco.ru/ru/languages/aliutor.shtml.htm",60,165,"most of Olyutor and Karaga counties and the north of Tigil’ County in Koryak Autonomous District; includes three dialect groups, Alutor proper, Karaga, and Palana",NA,NA,NA
"1148",1455,"Arapaho (Wyoming)","arapaho (Wyoming)","arapaho (Wyoming)","United States of America","USA","arp","Severely endangered","","",1000,"Golla et al. ms.",43,-109,"Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma","US","WY","Arapahoe"
"1149",113,"Beeke","beeke","beeke","Democratic Republic of the Congo","ZAI","bkf","Severely endangered","","",1000,"Bruce Connell, Ethnologue",1,29,"",NA,NA,NA
"1150",1453,"Blackfoot (United States of America)","pied-noir (États-Unis d'Amérique)","pies negros (Estados Unidos)","United States of America","USA","bla","Definitely endangered","Pikanii","",1000,"Golla et al. ms.",49,-113,"","CA","AB","Cardston"
"1151",1612,"Bohtan Neo-Aramaic","néo-araméen du Bhotan","neo-arameo de Bohtan","Georgia, Russian Federation","GEO, RUS","bhn","Severely endangered","","",1000,"",42,45,"originally the Plain of Bohtan in Sirnak Province of south-eastern Turkey, now mostly around the village of Garbadani, near Rustavi, Georgia; an outlying dialect of Suret","GE","19","Tbilisi"
"1152",2441,"Bola","bola","bela","China","CHN","bxd","Definitely endangered","Pola, Bela","",1000,"Bradley 2007",25,98,"","CN","29","Yingjiang"
"1153",95,"Bong'om","bong'om","bong'om","Kenya","KEN","spy","Definitely endangered","","",1000,"",1,35,"Near the Ugandan-Kenyan border.","KE","8","Eldoret"
"1154",736,"Bora","bora","bora","Colombia, Peru","COL, PER","boa","Vulnerable","Bóóráá","",1000,"www.inei.gob.pe  para el censo de 1993 en el Perú",-3,-72,"Departamento de  Loreto, cuenca del río Yahuasyaco. El poblado de Brillo Nuevo es el centro del territorio Bora  en el Perú. También hay boras en Colombia.",NA,NA,NA
"1155",482,"Central Siberian Yupik (St. Lawrence Island)","yupik de Sibérie (île Saint Laurent)","yupí siberiano central (isla de San Lorenzo)","United States of America","USA","ess","Definitely endangered","Bering Strait Yupik, Yuit,  Asiatic Yupik, Yoit, Yuk, Siberian Yupik, Yup'ik","",1000,"Krauss 2007",64,-172,"","US","AK","Gambell"
"1156",1249,"Chali","chalikha","chalimpa","Bhutan","BTN","tgf","Definitely endangered","Chali; Tshali","",1000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,91,"North of Monggar area, east of Kurichu river","BT","14","Pemagatsel"
"1157",1536,"Cherokee (North Carolina)","cherokee (Caroline du Nord)","cheroki (Carolina del Norte)","United States of America","USA","chr","Severely endangered","","",1000,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35,-84,"","US","GA","Hiawassee"
"1158",590,"Cocama-Cocamilla (Peru)","cocama-cocamilla (Pérou)","cocama-cocamilla (Perú)","Peru","PER","cod","Severely endangered","Kokáma","",1000,"Pozzi-Escot (1998),'El Multilingüismo en el Perú'",-5,-74,"En el curso bajo de  los ríos Marañón, Huallaga y Ucayali, en el departamento de Loreto.","PE","16","Requena"
"1159",1698,"Dair","dair","dair","Sudan","SDN","drb","Severely endangered","Thaminyi","",1000,"Ethnologue",13,31,"","SD","56","Ar Rahad"
"1160",1251,"Dakpa","dakpakha","dakpa","Bhutan, India","BTN, IND","dka","Definitely endangered","Dakpakha; Takpa","",1000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,92,"Arunachal Pradesh state, Tawang district, straddling 
the Bhutanese border","BT","17","Samdrup Jongkhar"
"1161",2616,"Dampelas","dampelas","dampelasa","Indonesia","IDN","dms","Definitely endangered","","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",0,120,"Close to Sabang, Sulawesi","ID","21","Buol"
"1162",521,"Danaw","danaw","danáu","Myanmar","MMR","dnu","Critically endangered","Danau","",1000,"",21,97,"","MM","11","Taunggyi"
"1163",1320,"Ega","ega","ega","Côte d'Ivoire","CIV","ega","Severely endangered","","",1000,"Bruce Connell/ Roger Blench",6,-5,"","CI","61","Guitry"
"1164",75,"El Hugeirat","el hugeirat","el hugeirat","Sudan","SDN","elh","Severely endangered","","",1000,"Abdel Rahim Mugaddam & Gerrit Dimmendaal 2005",12,28,"",NA,NA,NA
"1165",2630,"Faghani","faghani","gani","Solomon Islands","SLB","faf","Vulnerable","Fagani","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10,162,"Northwestern part of San Cristobal (Makira) Island","SB","8","Kirakira"
"1166",1657,"Fongoro","fongoro","fongoro","Chad","TCD","fgr","Severely endangered","Gele, Kole","",1000,"Doornbos & Bender 1983, Ethnologue",11,23,"",NA,NA,NA
"1167",773,"Gambiri","gambiri","gambirí","Afghanistan","AFG","trm","Severely endangered","tregâmi, Tregami, Trigami","",1000,"Dr. George van Driem in 'Encyclopedia of the world's endangered languaged', ed. Christopher Moseley (2007).

Dr. Richard Strand, Nuristan site, http://users.sedona.net/~strand/Nuristani/Nuristanis1.html",35,71,"Nuristan, Tregam Valley, villages of Katar and Gambir in Kunar Province of Afghanistan","AF","38","Khost"
"1168",1254,"Gongduk","gongduk","gongduk","Bhutan","BTN","goe","Vulnerable","","",1000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,91,"Monggar district, one enclave along the Kurichu river","BT","14","Pemagatsel"
"1169",2590,"Gorap","gorap","gorap","Indonesia","IDN","goq","Definitely endangered","","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",2,128,"Morotai Island and North Halmahera, Maluku","ID","16","Bakun"
"1170",184,"Guugu Yimidhirr","guugu yimidhirr","guguyimidjir","Australia","AUS","kky","Vulnerable","Guguyimidjir, Kukuyimidir, Koko Imudji, Gugu Yimijir, Guugu Yimithirr, Gugu-Yimidhirr","",1000,"",-15,145,"","AU","4","Endeavour"
"1171",1383,"Gyem","gyem","gyem","Nigeria","NGA","gye","Critically endangered","Gyam","",1000,"Roger Blench, Ethnologue",10,9,"","NG","49","Jos"
"1172",2584,"Habu","habu","habu","Timor-Leste","TLS","hbu","Vulnerable","","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9,126,"","TL","",""
"1173",712,"Hawaiian","hawaïen","hawaiano","United States of America","USA","haw","Critically endangered","","",1000,"Grimes 2000",22,-160,"Hawaiian Islands","US","HI","Waimea"
"1174",1984,"Hértevin","hértevin","hertevino","Turkey","TUR","hrt","Critically endangered","","",1000,"Otto Jastrow: Der neuaramaische Dialekt von Hertevin (Provinz Siirt). Wiesbaden: Harrassowitz, 1988.",38,43,"originally the village of Hertevin and neighbouring villages near the town of Pervari in Siirt Province; most or all speakers have emigrated from Turkey","TR","65","Bilgi"
"1175",2207,"Hu","hu","hu","China","CHN","huo","Definitely endangered","Kon Keu, Kongge","",1000,"1996 fieldwork by Frank Proschan, Weera Ostapirat, Wang Qingliu",22,101,"Na Hoy Pha village; also in Man Pa Yuk, Man Pa Lau, Man Pong Thang, Na Pang","CN","29","Jinghong"
"1176",1031,"Hualapai","walapai","walapái","United States of America","USA","yuf","Vulnerable","Walapai","",1000,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36,-113,"Hualapai Indian Reservation in Peach Springs ","US","AZ","Supai"
"1177",526,"Hung","hung","hung","Lao People's Democratic Republic, Viet Nam","LAO, VNM","hnu","Definitely endangered","","",1000,"",19,105,"","VN","26","Dong Du"
"1178",1049,"Inkhokvari","inkhokvari","injokari","Russian Federation","RUS","khv","Definitely endangered","","",1000,"",42,46,"the villages of Kvantlyada, Santlyada, Inkhokari (Inkhokvari), and Khvayni in Tsumada County in the Republic of Daghestan","RU","17","Sanatoriy"
"1179",1437,"Ishkashimi","ishkâshimi","iskashmi","Tajikistan","TJK","sgl","Severely endangered","Ryni, Iśkaśmi, Рини

","",1000,"Elnazarov, A (2006) 'Multilingualism in Pamir: Challenges of Preservation and Revitalisation' in Proceedings of the FEL X Conference 'Vital Voices: Endangered Languages and Multilingualism. Mysore, India.

Studies in Languages of Tajikistan, (2005), ed. John M. Clifton  ",37,72,"Ryn village, Ishkashim district, Gorno-Badakhshan Autonomous Region, Tajikistan.","TJ","1","Khorog"
"1180",1410,"Iyive","iyive","iyive","Cameroon","CMR","uiv","Severely endangered","","",1000,"Ethnologue",6,10,"","CM","7","Bamenda"
"1181",1496,"Jiongnai Bunu","bunu jiongnai","bunú jiongnai","China","CHN","pnu","Definitely endangered","Hualan Yao","",1000,"Bradley 2007",23,109,"","CN","16","Heng"
"1182",49,"Kaande","kaande","kande","Gabon","GAB","kbs","Severely endangered","","",1000,"Ethnologue",0,12,"",NA,NA,NA
"1183",2226,"Kaco'","kraco'","kaco'","Cambodia","KHM","xkk","Definitely endangered","Lamam","",1000,"",14,107,"","KH","23","Ban Lung"
"1184",528,"Kadu","kadu","gadu","Myanmar","MMR","kdv","Severely endangered","","",1000,"",24,96,"",NA,NA,NA
"1185",2585,"Kairui-Midiki","kairui-midiki","kairui-midiki","Timor-Leste","TLS","krd","Vulnerable","","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9,126,"","TL","",""
"1186",112,"Kari","kari","carí","Democratic Republic of the Congo","ZAI","kbj","Severely endangered","","",1000,"Ethnologue",5,26,"","CF","5","Obo"
"1187",1235,"Kayabi","kayabi","kayabí","Brazil","BRA","kyz","Vulnerable","Kaiabi, Caiabi","",1000,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-11,-53,"The group lives in the indigenous lands Apiaká-Kayabi, Kayabi and Parque Indígena do Xingu - Mato Grosso and Pará states - Brazil.","BR","14","Sao Jose"
"1188",1098,"Khowa","khowa","bugun","India","IND","bgg","Definitely endangered","Bugun","",1000,"",27,93,"Arunachal Pradesh, West Kameng Dt.","IN","3","Tezpur"
"1189",2306,"Kodeoha","kodeoha","kodeoha","Indonesia","IDN","vko","Vulnerable","Kondeha","",1000,"Grimes 2000",-3,121,"Sulawesi","ID","20","Nusaindah"
"1190",1656,"Kujarge","kujarge","kujarke","Chad","TCD","vkj","Definitely endangered","","",1000,"Bender 1983, Ethnologue",12,22,"","TD","12","Koukou Angarana"
"1191",2081,"Kukatja","kukatja","kukatja","Australia","AUS","kux","Vulnerable","Gugadja,  Kukaja, Gugadja","",1000,"Poirier, Sylvie 2005 A World of Relationships: Itineraries, Dreams, and Events in the Australian Western Desert. Toronto: University of Toronto Press. ",-21,126,"",NA,NA,NA
"1192",2681,"Kuot","kuot","kuot","Papua New Guinea","PNG","kto","Vulnerable","Panaras","",1000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,152,"East and West Coast, Central New Ireland Province",NA,NA,NA
"1193",684,"Lokono (Suriname)","lokono (Suriname)","lokono (Surinam)","French Guiana (France), Suriname","GUF, SUR","arw","Severely endangered","Arawak, Lokonong Djang","",1000,"F. Queixalós and O. Renault-Lescure, 'As línguas amazônicas hoje' (2000).
E.B. Carlin and J. Arends, 'Atlas of the Languages of Suriname'  (2002).",6,-55,"Coastal area of Suriname: on the Nickerie, Saramacca and Suriname rivers, and in the area of Alibina on the Marowijne. Coastal area of French Guyana: Central coast and on the lower Maroni river","SR","16","Paramaribo"
"1194",1746,"Mahongwe","mahongwe","mahongüe","Gabon","GAB","mhb","Severely endangered","","",1000,"Bruce Connell",1,14,"",NA,NA,NA
"1195",456,"Manchurian Ölöt","eleuthe mandchou","oirato","China","CHN","","Severely endangered","Manchurian Öelet; Yeke Mingan","",1000,"Ágnes Birtalan: Oirat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 210–228.",48,124,"Fuyu County in Heilongjiang Province; extinct since the early twentieth century in the Imin region of Hulun Buir League in Inner Mongolia; an outlying dialect of Oyrat not listed at all by the SIL","CN","8","Gannan"
